task_achievement,coherence_and_cohesion,lexical_resource,grammatical_range,ID
6.064768329806723,5.735763887156796,5.206619973940879,5.924694819733864,1
1.308846743253702,1.2607126987404191,2.175876765220516,4.413275555416019,2
5.764200512376883,4.806203565730264,4.977789273025468,5.224118330496248,3
5.9955661493068675,5.980945415148681,5.539766642724081,5.5040049830927895,4
6.844543569363493,7.337393573161316,6.8647868147032005,6.6226443867761455,5
5.751592914093166,5.377864679043174,5.474616846690476,5.268215604440405,6
5.906132048643526,5.526676012925773,5.616036966165779,5.3645650788497585,7
6.950775541779851,7.388856233998644,6.696904734454434,6.690210971897539,8
5.5279431832706445,5.01949292125665,5.365980806186201,5.002722927342235,9
6.183402021486867,5.7650460230027685,5.67486806512891,5.615807018807157,10
6.337719209966936,6.285896233439455,6.087253752478257,6.074911378422282,11
6.6083802888458925,6.859609292414422,6.345287702385422,6.095994688303753,12
6.65385922593624,6.359381072366954,6.163126211557237,6.0960487585418806,13
7.6570093968214845,8.021247418119515,7.117171917245439,6.942696422279221,14
6.509479187147182,6.869622169548429,6.0929114741810135,6.098794818153791,15
6.719202424278513,6.955098475139541,6.4762561742752585,6.209806615822815,16
7.0558948937671015,7.441678026812152,6.932190007525299,6.947486811808529,17
5.962865007886041,5.611017524916848,5.520412269010559,5.904218478375337,18
6.4363354107865405,6.753875832967613,6.290869926725666,6.010736828080849,19
6.433364948604318,6.780025329142159,6.3025067167730615,6.259790750785077,20
6.961975221559204,6.771899052937369,6.673583788622355,6.688078900921691,21
6.403168440559454,6.6976332627195045,5.946246697060522,6.254603146064962,22
7.576101179396917,7.657791121150062,7.176385650304952,6.8671007377996,23
6.024637019630776,5.577759054839898,5.535006751887265,5.468514068774373,24
7.554229399945218,7.545477097176893,6.835436306663342,7.108227932763699,25
6.871624584847678,7.5494113011420545,6.749732890405515,6.678038775611361,26
6.5990351097481765,6.2680091576294075,6.103681966741641,6.375282404820048,27
6.96699912828875,7.284514322891786,6.449156277176921,6.049435418395553,28
7.4906022426834475,7.525127112857792,6.747295854823899,6.651968571993576,29
7.489030032478633,7.752653401929568,6.999266671556802,6.773452258246999,30
6.960717686916382,6.976597750668277,6.552445084459251,6.495929792947581,31
6.714033368729864,7.137265511931248,6.5032808698364075,6.199886429844102,32
7.261176663237538,7.737701754078373,6.5603897829674,6.547360899557125,33
6.492790721581449,6.156071720185496,6.011993295230775,6.026918029994305,34
6.908736666980365,6.913516308235961,6.127053319398776,6.352111283488581,35
6.982301022357289,7.092342315680225,6.559182949797769,6.733354197037789,36
6.957088980466471,7.232140735673454,6.553273242894046,6.7486363238432405,37
6.277503367464499,5.4256795925297485,5.062266794717469,4.994445508201314,38
6.095963843381888,5.748086542923881,5.633101109407676,5.291384708745302,39
7.517665028810171,6.8190742729380736,6.257602762735837,6.025813520937877,40
7.164446461435318,7.707361964841429,6.902364227024227,6.960650633414248,41
7.400167773806439,7.493674094983152,7.01851413460391,6.695638212832816,42
5.9553253965541595,5.566036749205063,5.436012435680482,5.400260535106741,43
7.284351567468676,6.981851088655879,6.4606804568191425,6.119901655061714,44
6.170825831258581,5.129269451600189,5.626931824638513,5.576716849764387,45
7.122097378068017,7.200757746234901,6.614035168451212,6.567866651542122,46
7.148618019973686,7.305484197598037,6.692011503036801,6.354532449215121,47
7.01632122300374,7.7375817278596335,6.711574399651346,6.5976552009277905,48
6.881417402458032,6.987896165608948,6.4198002642394725,6.073262181945537,49
7.425829115684461,7.780656264102149,6.991189219165377,7.278951629700847,50
